No,Journal,Year,Month,Title,Authors,No.authors,Author1F,Author1L,LastF,LastL,PropF,PropL,CountryLast,CountryLast2,Region1,Region2,Subfield,Origin
30,Herpetologica,2007,Jun,MORPHOMETRIC VARIATION AND ITS EFFECT ON REPRODUCTIVE POTENTIAL IN FEMALE COLOMBIAN SLIDER TURTLES (TRACHEMYS CALLIROSTRIS CALLIROSTRIS),Juan M. Daza and Vivian P. P_ez,2,0,1,1,1,0.5,1,Colombia,Colombia,S America,Latin America,Herpetology,Based out of LA
23,Herpetologica,2010,Sep,A New _Microteiidî Lizard (Squamata: Gymnophthalmidae: Riama) from Southwestern Colombia,Santiago J. S_nchez-Pacheco,1,0,1,0,1,0,1,Colombia,Colombia,S America,Latin America,Herpetology,Based out of LA
8,Herpetologica,2012,Dec,Congruence Between Acoustic Traits and Genealogical History Reveals a New Species of Dendropsophus(Anura: Hylidae) in the High Andes of Colombia,"Carlos E. Guarnizo, Camilo Escall‹n, David Cannatella and Adolfo Am_zquita",4,0,1,0,1,0,0.75,Colombia,Colombia,S America,Latin America,Herpetology,Based out of LA
26,Herpetologica,2014,Jun,A New Species of Semiarboreal Toad with a Salamander-Like Ear (Anura: Bufonidae: Rhinella),Taran Grant and Wilmar Bolêvar-G.,2,0,1,0,1,0,1,Colombia,Colombia,S America,Latin America,Herpetology,Based out of LA
15,Herpetologica,2015,Sep,Preovulatory Maternal Effects on Intra- and Interpopulation Variation in Sex Ratios and Phenotypic Characteristics of Magdalena River Turtles (Podocnemis lewyana),"Vivian P. P_ez, Laura Echeverri-G, Brian C. Bock, Rachel M. Bowden and Lina M. Hinestroza",5,1,1,1,1,0.8,0.6,Colombia,Colombia,S America,Latin America,Herpetology,Based out of LA
19,Herpetologica,2006,Sep,A NEW SPECIES OF HYLID FROG FROM NORTHWESTERN HONDURAS,James R. McCranie and Franklin E. Casta_eda,2,0,0,0,1,0,0.5,Costa Rica,Costa Rica,C America,Latin America,Herpetology,Based out of LA
2,Herpetologica,2009,Dec,Effects of Radio Transmitter Burdening on Locomotor Ability and Survival of Iguana Hatchlings,Charles R. Knapp and Juan G. Abarca,2,0,0,0,1,0,0.5,Costa Rica,Costa Rica,C America,Latin America,Herpetology,Based out of LA
8,Herpetologica,2010,Dec,Cyclical Reproduction in Females of the Cuban Lizard Anolis lucius (Polychrotidae),"Michel Domênguez, Ana Sanz, Jutih Ch_vez and Nilda Almaguer",4,0,1,1,1,0.75,1,Cuba,Other,C America,Latin America,Herpetology,Based out of LA
21,Herpetologica,2003,Sep,A NEW TREEFROG (HYLIDAE: HYLA) FROM SOUTHERN ECUADOR AND A DESCRIPTION OF ITS ANTIPREDATOR BEHAVIOR,"David Kizirian, Luis A. Coloma and Arturo Paredes-Recalde",3,0,0,0,1,0,0.666666667,Ecuador,Ecuador,S America,Latin America,Herpetology,Based out of LA
37,Herpetologica,2004,Jun,TWO NEW SPECIES OF PHYSALAEMUS (ANURA: LEPTODACTYLIDAE) FROM WESTERN ECUADOR,"Santiago R. Ron, David C. Cannatella and Luis A. Coloma",3,0,1,0,1,0,0.666666667,Ecuador,Ecuador,S America,Latin America,Herpetology,Based out of LA
15,Herpetologica,2008,Sep,"A Minute New Ecuadorian Andean Frog (Anura: Strabomantidae, Pristimantis)",Edgar Lehr and Luis A. Coloma,2,0,0,0,1,0,0.5,Ecuador,Ecuador,S America,Latin America,Herpetology,Based out of LA
34,Herpetologica,2012,Jun,A New Species of the Pristimantis frater Group (Anura: Strabomantidae) from the Eastern Evergreen Lowland Forests Of Ecuador,H. Mauricio Ortega-Andrade and Jorge H. Valencia,2,0,1,0,1,0,1,Ecuador,Ecuador,S America,Latin America,Herpetology,Based out of LA
38,Herpetologica,2016,Mar,Why Does Conspecific Display Recognition Differ Among Species of Gal_pagos Lava Lizards? A Test Using Lizard Robots,"David L. Clark, Joseph M. Macedonia, James C. Gillingham, John W. Rowe, Heather J. Kane and Carlos A. Valle",6,0,0,0,1,0.166666667,0.166666667,Ecuador,Ecuador,S America,Latin America,Herpetology,Based out of LA
11,Herpetologica,2002,Dec,"A NEW SPECIES OF LARGE TANTILLA (SQUAMATA: COLUBRIDAE) FROM THE SIERRA MADRE ORIENTAL OF PUEBLA, MEXICO","Luis Canseco-M_rquez, Joseph R. Mendelson III and Guadalupe Guti_rrez-May_n",3,0,1,1,1,0.333333333,0.666666667,Mexico,Mexico,C America,Latin America,Herpetology,Based out of LA
34,Herpetologica,2002,Jun,"A NEW SPECIES OF HYLA (ANURA: HYLIDAE) FROM THE MIXTECA ALTA, OAXACA, MEXICO","Luis Canseco-M_rquez, Joseph R. Mendelson III and Guadalupe Guti_rrez-May_n",3,0,1,1,1,0.333333333,0.666666667,Mexico,Mexico,C America,Latin America,Herpetology,Based out of LA
37,Herpetologica,2002,Mar,"GEOGRAPHIC VARIATION AND TAXONOMY OF THE SAND SNAKES, CHILOMENISCUS (SQUAMATA: COLUBRIDAE)","L. Lee Grismer, Humberto Wong and Patricia Galina-Tessaro",3,0,0,1,1,0.333333333,0.333333333,Mexico,Mexico,C America,Latin America,Herpetology,Based out of LA
16,Herpetologica,2002,Sep,VARIATION IN THE RARE LIZARD BARISIA RUDICOLLIS (WIEGMANN) (ANGUIDAE) WITH DESCRIPTION OF A NEW SPECIES FROM CENTRAL MEXICO,Alejandro Zaldêvar-River‹n and Adri_n Nieto-Montes de Oca,2,0,1,0,1,0,1,Mexico,Mexico,C America,Latin America,Herpetology,Based out of LA
10,Herpetologica,2003,Dec,"A NEW SPECIES OF ABRONIA (SQUAMATA: ANGUIDAE) FROM THE SIERRA MADRE DEL SUR OF GUERRERO, MEXICO, WITH COMMENTS ON ABRONIA DEPPII",Oscar Flores-Villela and Oscar S_nchez-H,2,0,1,0,1,0,1,Mexico,Mexico,C America,Latin America,Herpetology,Based out of LA
15,Herpetologica,2003,Dec,"A NEW SPECIES OF THE GEOPHIS DUBIUS GROUP (SQUAMATA: COLUBRIDAE) FROM THE SIERRA DE JUçREZ OF OAXACA, MEXICO",Adri_n Nieto-Montes de Oca,1,0,1,0,1,0,1,Mexico,Mexico,C America,Latin America,Herpetology,Based out of LA
44,Herpetologica,2003,Mar,"SEASONAL FEEDING AND COELOMIC FAT MASS IN THE WATERSNAKE NERODIA RHOMBIFER WERLERI IN VERACRUZ, MEXICO","Robert D. Aldridge, Kimberly A. Williams and Raul Rivera Teillery",3,0,0,0,1,0.333333333,0.333333333,Mexico,Mexico,C America,Latin America,Herpetology,Based out of LA
11,Herpetologica,2005,Dec,"REPRODUCTIVE BIOLOGY OF THE PARTHENOGENETIC LIZARD, ASPIDOSCELIS COZUMELA","Norma L. Manrêquez-Mor_n, Maricela Villagr_n-Santa Cruz and Fausto R. M_ndez-de la Cruz",3,1,1,0,1,0.666666667,1,Mexico,Mexico,C America,Latin America,Herpetology,Based out of LA
18,Herpetologica,2005,Sep,COMPARATIVE ESCAPE BEHAVIOR OF FOUR SPECIES OF MEXICAN PHRYNOSOMATID LIZARDS,Geoffrey R. Smith and Julio A. Lemos-Espinal,2,0,0,0,1,0,0.5,Mexico,Mexico,C America,Latin America,Herpetology,Based out of LA
29,Herpetologica,2008,Jun,"A New Long-Tailed Rattlesnake (Viperidae) From Guerrero, Mexico",Jonathan A. Campbell and Oscar Flores-Villela,2,0,0,0,1,0,0.5,Mexico,Mexico,C America,Latin America,Herpetology,Based out of LA
22,Herpetologica,2011,Sep,"A New Species of the Geophis sieboldi Group (Squamata: Colubridae) Exhibiting Color Pattern Polymorphism from Guerrero, Mexico","Carlos J. Pav‹n-V_zquez, Uri O. Garcêa-V_zquez, Jean C. Blancas-Hern_ndez and Adri_n Nieto-Montes de Oca",4,0,1,0,1,0,1,Mexico,Mexico,C America,Latin America,Herpetology,Based out of LA
4,Herpetologica,2013,Dec,Demographic Importance of the Life-Cycle Components in Sceloporus grammicus,"Hibraim A. P_rez-Mendoza, J. Jaime ZÒ_iga-Vega, Yazmên H. Zurita-Guti_rrez, Juan Fornoni, Israel Solano-Zavaleta, Ana L. Hern_ndez-Rosas and Alejandro Molina-Moctezuma",7,0,1,0,1,0.285714286,1,Mexico,Mexico,C America,Latin America,Herpetology,Based out of LA
18,Herpetologica,2013,Sep,"A New Species in the Geophis dubiusGroup (Squamata: Colubridae) from Northern Puebla, M_xico","Carlos J. Pav‹n-V_zquez, Luis Canseco-M_rquez and Adri_n Nieto-Montes de Oca",3,0,1,0,1,0,1,Mexico,Mexico,C America,Latin America,Herpetology,Based out of LA
33,Herpetologica,2015,Mar,Timing of Birth and Body Condition in Neonates of Two Gartersnake Species from Central M_xico,Javier Manjarrez and Emma San-Roman-Apolonio,2,0,1,1,1,0.5,1,Mexico,Mexico,C America,Latin America,Herpetology,Based out of LA
15,Herpetologica,2016,Sep,Female Reproductive Characteristics Among Populations of the Oviparous Lizard Sceloporus aeneus(Squamata: Phrynosomatidae) from Central Mexico,"Aurelio Ramêrez-Bautista, Abraham Lozano, Uriel Hern_ndez-Salinas and Raciel Cruz-Elizalde",4,0,1,0,1,0,1,Mexico,Mexico,C America,Latin America,Herpetology,Based out of LA
37,Herpetologica,2008,Mar,TWO NEW SPECIES OF ANOLES FORMERLY REFERRED TO AS ANOLIS LIMIFRONS (SQUAMATA: POLYCHROTIDAE),Gunther K_hler and Javier Sunyer,2,0,0,0,1,0,0.5,Nicaragua,Other,C America,Latin America,Herpetology,Based out of LA
18,Herpetologica,2006,Sep,"A NEW SPECIES OF HYPSIBOAS (AMPHIBIA; ANURA; HYLIDAE) FROM THE VENEZUELAN GUAYANA, WITH NOTES ON HYPSIBOAS SIBLESZI",J. Celsa Se_aris and Jos_ Ayarzagªena,2,1,1,0,1,0.5,1,Panama,Panama,C America,Latin America,Herpetology,Based out of LA
27,Herpetologica,2007,Sep,"FOUR NEW SPECIES OF ANOLES (GENUS ANOLIS) FROM THE SERRANêA DE TABASARç, WEST-CENTRAL PANAMA (SQUAMATA: POLYCHROTIDAE)","Gunther K_hler, Marcos Ponce, Javier Sunyer and Abel Batista",4,0,0,0,1,0,0.75,Panama,Panama,C America,Latin America,Herpetology,Based out of LA
33,Herpetologica,2010,Jun,"A New Species of Pristimantis (Anura: Strabomantidae) from the Pacific Coast of the Darien Province, Panama, with a Molecular Analysis of its Phylogenetic Position","Andrew J. Crawford, Mason J. Ryan and C_sar A. Jaramillo",3,0,1,0,1,0,0.666666667,Panama,Panama,C America,Latin America,Herpetology,Based out of LA
15,Herpetologica,2005,Dec,"A NEW SPECIES OF HYDROPS (SERPENTES: COLUBRIDAE: HYDROPSINI) FROM ARGENTINA, BRAZIL AND PARAGUAY","Gustavo J. Scrocchi, Vanda Lucia Ferreira, Alejandro R. Giraudo, Robson Waldemar çvila and Martha Motte",5,0,1,1,1,0.4,1,Paraguay,Other,S America,Latin America,Herpetology,Based out of LA
27,Herpetologica,2005,Sep,MARSUPIAL FROGS (ANURA: HYLIDAE: GASTROTHECA) FROM THE ANDES OF NORTHERN PERU WITH DESCRIPTIONS OF TWO NEW SPECIES,William E. Duellman and Pablo Venegas,2,0,0,0,1,0,0.5,Peru,Peru,S America,Latin America,Herpetology,Based out of LA
30,Herpetologica,2005,Sep,"PHYLOGENETIC RELATIONSHIPS OF THE GENUS PROCTOPORUS SENSU STRICTO (SQUAMATA: GYMNOPHTHALMIDAE), WITH A NEW SPECIES FROM PUNO, SOUTHEASTERN PERU","Tiffany M. Doan, Todd A. Castoe and Wilfredo Ariz_bal Arriaga",3,1,0,0,1,0.333333333,0.333333333,Peru,Peru,S America,Latin America,Herpetology,Based out of LA
40,Herpetologica,2007,Jun,A NEW SPECIES OF PHENACOSAUR ANOLIS FROM PERU,Steven Poe and Christian Ya_ez-Miranda,2,0,0,0,1,0,0.5,Peru,Peru,S America,Latin America,Herpetology,Based out of LA
53,Herpetologica,2007,Mar,A NEW SPECIES OF ARBOREAL ELEUTHERODACTYLUS (ANURA: LEPTODACTYLIDAE) FROM THE AMAZONIAN LOWLANDS OF CENTRAL PERU,"Edgar Lehr, Claudia Torres and Juana Su_rez",3,0,0,1,1,0.666666667,0.666666667,Peru,Peru,S America,Latin America,Herpetology,Based out of LA
14,Herpetologica,2008,Sep,A New Species of Glassfrog (Anura: Centrolenidae) from the Foothill Andean Forests of Ecuador and Peru,"Diego F. Cisneros-Heredia, Pablo J. Venegas, Marco Rada and Rainer Schulte",4,0,1,0,1,0,1,Peru,Peru,S America,Latin America,Herpetology,Based out of LA
6,Herpetologica,2004,Dec,"HABITAT SELECTION BY SPHAERODACTYLUS NICHOLSI (SQUAMATA: GEKKONIDAE) IN CABO ROJO, PUERTO RICO",Ricardo L‹pez-Ortiz and Allen R. Lewis,2,0,1,0,1,0,1,Puerto Rico,Other,C America,Latin America,Herpetology,Based out of LA
6,Herpetologica,2006,Dec,BREEDING BEHAVIOR AND COLONIZATION SUCCESS OF THE CUBAN TREEFROG OSTEOPILUS SEPTENTRIONALIS,Fernando Vargas Salinas,1,0,1,0,1,0,1,Puerto Rico,Other,C America,Latin America,Herpetology,Based out of LA
47,Herpetologica,2007,Mar,HERPETOFAUNAL DYNAMICS DURING SECONDARY SUCCESSION,Neftalê Rios-L‹pez and T. Mitchell Aide,2,0,1,0,1,0,1,Puerto Rico,Other,C America,Latin America,Herpetology,Based out of LA
7,Herpetologica,2003,Dec,"A NEW SPECIES OF STEFANIA (ANURA: HYLIDAE: HEMIPHRACTINAE) FROM THE SUMMIT OF CERRO AUTANA, ESTADO AMAZONAS, VENEZUELA",C_sar Luis Barrio-Amor‹s and Oswaldo Fuentes,2,0,1,0,1,0,1,Venezuela,Venezuela,S America,Latin America,Herpetology,Based out of LA
36,Herpetologica,2003,Jun,A NEW SPECIES OF GLASS FROG (ANURA: CENTROLENIDAE) FROM THE VENEZUELAN GUAYANA,William E. Duellman and J. Celsa Se_aris,2,0,0,1,1,0.5,0.5,Venezuela,Venezuela,S America,Latin America,Herpetology,Based out of LA
42,Herpetologica,2007,Jun,"A NEW AQUATIC SNAKE (COLUBRIDAE: PSEUDOERYX) FROM THE LAKE MARACAIBO BASIN, NORTHWESTERN VENEZUELA: A RELIC OF THE PAST COURSE OF THE ORINOCO RIVER","Walter E. Schargel, Gilson Rivas Fuenmayor, Tito R. Barros, Jaime E. P_faur and Luis F. Navarrete",5,0,0,0,1,0,0.8,Venezuela,Venezuela,S America,Latin America,Herpetology,Based out of LA
31,Herpetologica,2010,Jun,"A New Ceuthomantis (Anura: Terrarana: Ceuthomantidae) from Sarisari_ama Tepui, Southern Venezuela",C_sar Luis Barrio-Amor‹s,1,0,1,0,1,0,1,Venezuela,Venezuela,S America,Latin America,Herpetology,Based out of LA
1,Herpetologica,2002,Dec,NEST-SITE SELECTION IN RELATION TO TEMPERATURE AND MOISTURE BY THE LIZARD SCELOPORUS UNDULATUS,Daniel A. Warner and Robin M. Andrews,2,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Herpetology,Based out of LA
2,Herpetologica,2002,Dec,"MULTIENNIAL REPRODUCTION IN FEMALES OF A VIVIPAROUS, TEMPERATE-ZONE SKINK, TILIQUA NIGROLUTEA","Ashley Edwards, Susan M. Jones and Erik Wapstra",3,1,0,0,0,0.666666667,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Herpetology,Based out of LA
3,Herpetologica,2002,Dec,CONTINUOUS SPERMATOGENESIS IN THE LIZARD SCELOPORUS BICANTHALIS (SAURIA: PHRYNOSOMATIDAE) FROM HIGH ELEVATION HABITAT OF CENTRAL MEXICO,"Oswaldo Hern_ndez-Gallegos, Fausto Roberto M_ndez-de la Cruz, Maricela Villagr_n-Santa Cruz and Robin M. Andrews",4,0,1,0,0,0.25,0.75,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Herpetology,Based out of LA
4,Herpetologica,2002,Dec,INTRA- AND INTERSPECIFIC CHARACTERIZATIONS OF BURROW USE AND DEFENSE BY JUVENILE AMBYSTOMATID SALAMANDERS,"Scott D. Smyers, Michael J. Rubbo, Victor R. TownsendJr. and Charles C. Swart",4,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Herpetology,Based out of LA
5,Herpetologica,2002,Dec,SCAVENGING BY SNAKES: AN EXAMINATION OF THE LITERATURE,Travis L. DeVault and Aaron R. Krochmal,2,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Herpetology,Based out of LA
9,Herpetologica,2002,Dec,A NEW SPECIES OF BLACK-BELLIED SALAMANDER (GENUS DESMOGNATHUS) FROM THE APPALACHIAN MOUNTAINS OF NORTHERN GEORGIA,"Carlos D. Camp, Stephen G. Tilley, Richard M. Austin Jr. and Jeremy L. Marshall",4,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Herpetology,Based out of LA
10,Herpetologica,2002,Dec,"CONTRIBUTION TO THE KNOWLEDGE OF THE TAXONOMY, DISTRIBUTION, AND NATURAL HISTORY OF LEPOSOMA HEXALEPIS (REPTILIA: GYMNOPHTHALMIDAE) IN VENEZUELA","C_sar Molina, J. Celsa Se_aris and Jos_ Ayarzagªena",3,0,1,0,0,0.333333333,1,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Herpetology,Based out of LA
12,Herpetologica,2002,Dec,"A NEW SPECIES OF WOLF SNAKE (SERPENTES: COLUBRIDAE: LYCODON) FROM THE CARDAMOM MOUNTAINS, SOUTHWESTERN CAMBODIA",Jennifer C. Daltry and Wolfgang Wªster,2,1,0,0,0,0.5,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Herpetology,Based out of LA
23,Herpetologica,2002,Jun,"SIZE-DEPENDENT INTERACTIONS BETWEEN TWO TERRESTRIAL AMPHIBIANS, PLETHODON CINEREUS AND PLETHODON GLUTINOSUS",Jennifer E. Price and Jennifer A. Secki Shields,2,1,0,1,0,1,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Herpetology,Based out of LA
24,Herpetologica,2002,Jun,INTERACTIONS BETWEEN AMBYSTOMA SALAMANDER LARVAE: EVIDENCE FOR COMPETITIVE ASYMMETRY,Peter B. Pearman,1,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Herpetology,Based out of LA
25,Herpetologica,2002,Jun,"ODOR DISCRIMINATION IN THE CALIFORNIA SLENDER SALAMANDER, BATRACHOSEPS ATTENUATUS: EVIDENCE FOR SELF-RECOGNITION",Jennifer R. Gillette,1,1,0,1,0,1,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Herpetology,Based out of LA
26,Herpetologica,2002,Jun,THE MATING SYSTEM OF YELLOW-LIPPED SEA KRAITS (LATICAUDA COLUBRINA: LATICAUDIDAE),Sohan Shetty and Richard Shine,2,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Herpetology,Based out of LA
27,Herpetologica,2002,Jun,"SKELETOCHRONOLOGICAL ANALYSIS OF VARIATION IN AGE STRUCTURE, BODY SIZE, AND LIFE HISTORY IN THREE SPECIES OF DESMOGNATHINE SALAMANDERS","Richard C. Bruce, Jacques Castanet and H_lène Francillon-Vieillot",3,0,0,1,0,0.333333333,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Herpetology,Based out of LA
28,Herpetologica,2002,Jun,"AXONOMIC REVISION OF THE MEXICAN PLETHODONTID SALAMANDERS OF THE GENUS LINEATRITON, WITH THE DESCRIPTION OF TWO NEW SPECIES","Edmund D. Brodie Jr., Joseph R. MendelsonIII and Jonathan A. Campbell",3,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Herpetology,Based out of LA
29,Herpetologica,2002,Jun,A NEW SPECIES OF SALAMANDER OF THE GENUS NOTOTRITON FROM NICARAGUA (AMPHIBIA: CAUDATA: PLETHODONTIDAE),Gunther K_hler,1,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Herpetology,Based out of LA
31,Herpetologica,2002,Jun,REDISCOVERY AND TAXONOMIC STATUS OF TELMATOBIUS MARMORATUS GIGAS (ANURA: LEPTODACTYLIDAE),Ignacio De la Riva,1,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Herpetology,Based out of LA
32,Herpetologica,2002,Jun,TWO NEW SPECIES OF ATELOPUS (ANURA: BUFONIDAE) FROM ECUADOR,Luis A. Coloma,1,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Herpetology,Based out of LA
35,Herpetologica,2002,Jun,SNAKE RELATIONSHIPS REVEALED BY SLOWLY-EVOLVING PROTEINS: FURTHER ANALYSIS AND A REPLY,"Richard Highton, S. Blair Hedges, Carla Ann Hass and Herndon G. Dowling",4,0,0,0,0,0.25,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Herpetology,Based out of LA
36,Herpetologica,2002,Mar,ON THE RICTAL STRUCTURES OF SOME SNAKES,Garth Underwood,1,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Herpetology,Based out of LA
38,Herpetologica,2002,Mar,SPECIES BOUNDARIES AMONG THE TELMATOBIUS (ANURA: LEPTODACTYLIDAE) OF THE LAKE TITICACA BASIN: ALLOZYME AND MORPHOLOGICAL EVIDENCE,"E. Benavides, J. C. Ortiz and J. W. Sites Jr.",3,0,1,0,0,0,0.666666667,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Herpetology,Based out of LA
39,Herpetologica,2002,Mar,A NEW SPECIES OF XENOBATRACHUS (ANURA: MICROHYLIDAE) FROM NORTHERN PAPUA NEW GUINEA,Fred Kraus and Allen Allison,2,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Herpetology,Based out of LA
40,Herpetologica,2002,Mar,"AN EXPERIMENTAL STUDY OF THE INFLUENCE OF EMBRYONIC WATER AVAILABILITY, BODY SIZE, AND CLUTCH ON SURVIVORSHIP OF NEONATAL RED-EARED SLIDERS, TRACHEMYS SCRIPTA ELEGANS",Nirvana I. Filoramo and Fredric J. Janzen,2,1,0,0,0,0.5,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Herpetology,Based out of LA
41,Herpetologica,2002,Mar,PHYSIOLOGY OF ORIGINAL AND REGENERATED LIZARD TAILS,"Victoria Meyer, Marion R. Preest and Stephen M. Lochetto",3,1,0,0,0,0.666666667,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Herpetology,Based out of LA
42,Herpetologica,2002,Mar,AN EXPERIMENTAL TEST OF THE IMPORTANCE OF THE DEWLAP IN MALE MATING SUCCESS IN THE LIZARD ANOLIS SAGREI,Richard R. Tokarz,1,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Herpetology,Based out of LA
43,Herpetologica,2002,Mar,RESPONSE TO VARIATION IN CHUCK FREQUENCY BY MALE AND FEMALE T…NGARA FROGS,"J. Bosch, A. S. Rand and M. J. Ryan",3,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Herpetology,Based out of LA
44,Herpetologica,2002,Mar,INTERSPECIFIC DIFFERENCES IN SUSCEPTIBILITY TO COMPETITION AND PREDATION IN A SPECIES-PAIR OF LARVAL AMPHIBIANS,"Susan C. Walls, David G. Taylor and Charlena M. Wilson",3,1,0,1,0,0.666666667,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Herpetology,Based out of LA
45,Herpetologica,2002,Mar,FINE-SCALE POPULATION STRUCTURE IN THE WOOD FROG (RANA SYLVATICA) IN A NORTHERN WOODLAND,Tina Squire and Robert A. Newman,2,1,0,0,0,0.5,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Herpetology,Based out of LA
46,Herpetologica,2002,Mar,IMPACTS OF TATTOOING AND PIT-TAGGING ON SURVIVAL AND FECUNDITY IN THE ALPINE NEWT (TRITURUS ALPESTRIS),Nadege Perret and Pierre Joly,2,1,0,0,0,0.5,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Herpetology,Based out of LA
13,Herpetologica,2002,Sep,GENETIC RELATIONSHIPS AMONG POPULATIONS OF SCELOPORUS UNDULATUS FAIL TO SUPPORT PRESENT SUBSPECIFIC DESIGNATIONS,"Donald B. Miles, Robert Noecker, Willem M. Roosenburg and Matthew M. White",4,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Herpetology,Based out of LA
17,Herpetologica,2002,Sep,"EXCEPTIONAL DIVERSITY OF STEFANIA (ANURA: HYLIDAE) ON MOUNT AYANGANNA, GUYANA: THREE NEW SPECIES AND NEW DISTRIBUTION RECORDS",Ross D. MacCulloch and Amy Lathrop,2,0,0,1,0,0.5,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Herpetology,Based out of LA
18,Herpetologica,2002,Sep,ACTIVITY AND MICROHABITAT USE DURING INTERACTIONS AMONG FIVE SPECIES OF POND-BREEDING SALAMANDER LARVAE,Robert Brodman and Jeanette Jaskula,2,0,0,1,0,0.5,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Herpetology,Based out of LA
19,Herpetologica,2002,Sep,INFLUENCE OF ANURAN PREY ON THE CONDITION AND DISTRIBUTION OF RANA MUSCOSA IN THE SIERRA NEVADA,Karen L. Pope and Kathleen R. Matthews,2,1,0,1,0,1,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Herpetology,Based out of LA
20,Herpetologica,2002,Sep,SPATIAL AWARENESS BY THE LIZARD ANOLIS CRISTATELLUS: WHY SHOULD A NON-RANGING SPECIES DEMONSTRATE HOMING BEHAVIOR?,Thomas A. Jenssen,1,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Herpetology,Based out of LA
21,Herpetologica,2002,Sep,"AN ETHOGRAM OF INTRASPECIFIC AGONISTIC AND DISPLAY BEHAVIOR FOR THE WANDERING SALAMANDER, ANEIDES VAGRANS",Theodore M. Davis,1,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Herpetology,Based out of LA
22,Herpetologica,2002,Sep,EFFECTS OF AN INDIVIDUAL'S REMOVAL ON SPACE USE AND BEHAVIOR IN TERRITORIAL NEIGHBORHOODS OF BROWN ANOLES (ANOLIS SAGREI),Ann V. Paterson,1,1,0,1,0,1,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Herpetology,Based out of LA
1,Herpetologica,2003,Dec,PREY CHEMICALS DO NOT AFFECT GIVING-UP TIME AT AMBUSH POSTS BY THE CORDYLID LIZARD PLATYSAURUS BROADLEYI,William E. Cooper Jr. and Martin J. Whiting,2,0,0,0,0,0,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Herpetology,Based out of LA
2,Herpetologica,2003,Dec,EVALUATION OF THE HATCHING TRIGGER AND LARVAL ECOLOGY OF THE SALAMANDER AMPHIUMA MEANS,Margaret S. Gunzburger,1,1,0,1,0,1,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Herpetology,Based out of LA
3,Herpetologica,2003,Dec,PREY-HANDLING BEHAVIOR OF HATCHLING ELAPHE HELENA (COLUBRIDAE),Rita S. Mehta,1,1,0,1,0,1,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Herpetology,Based out of LA
4,Herpetologica,2003,Dec,DIET AND DIETARY PREFERENCE OF THE JUVENILE GOPHER TORTOISE (GOPHERUS POLYPHEMUS),"Henry R. Mushinsky, Terri A. Stilson and Earl D. McCoy",3,0,0,0,0,0.333333333,0,Not in Latin America,Not in LA,Not in Latin America,Not in Latin America,Herpetology,Based out of LA
